,0.0004,0.002,0.008,0.035,0.15,0.66,2.9,12.5
2.000,,,,,6.77693316,23.81489317,,
4.000,,,,,3.423715443,12.80112031,,
7.000,,,,,1.628041323,6.737905427,,
13.000,,,,,0.000466134,0.002163338,,
22.000,,,,,2.39043E-05,9.96012E-05,,
39.000,,,,,3.98405E-06,2.39043E-05,,
70.000,,,,,0,0,,
