,0.0004,0.002,0.008,0.035,0.15,0.66,2.9,12.5
2.000,17.0550916,0.097310369,0.390703623,1.681503261,6.692515169,24.08333433,53.79454265,52.23656479
4.000,23.73477036,0.044206995,0.191341867,0.797614352,3.46984275,13.29421397,34.67963474,26.09603946
7.000,31.0947682,0.024362453,0.108573273,0.430073984,1.770737965,7.260433225,20.84368588,0.06809933
13.000,39.33068324,0.010262907,0.047856383,0.187186505,0.77377381,3.439089884,9.076493719,0.00581671
22.000,0.067174936,3.98405E-06,7.9681E-06,5.57767E-05,0.00018725,0.000701192,0.001721109,0.00152589
39.000,0.004176185,0,3.98405E-06,0,1.19521E-05,5.57767E-05,0.000163346,0.000394421
70.000,0.001131666,0,0,0,0,1.59362E-05,3.18724E-05,9.56171E-05
