,2,4,7,13,22,39,70
2.9000,0.154035243,0.005442209,0.002163338,0.001087645,0.00079681,0.000494022,0.000410357
12.5000,0.00018725,0.000298804,0.000318724,0.000418325,0.000418325,0.000410357,0.000398405
