,9.4,6.3,4.1,2.7,1.8,1.2,0.8
0.0004,4,4,,4,,4,
0.0020,29.98972912,99.96278102,,99.998502,,99.99933068,
0.0080,33.52612539,99.96786865,,99.99861355,,99.99928686,99.99943427
0.0350,21.13719467,99.96602006,,99.99857769,,99.99940239,99.99945817
0.1500,35.58548372,99.97535468,99.99688447,,,99.99936255,99.99947012
0.6600,35.78251083,99.97438656,99.99654981,,,99.99939044,99.99947809
2.9000,,99.98449807,,99.9986016,99.99909562,99.99941434,99.99950199
12.5000,,99.99586057,,99.99915937,99.9993506,99.99943825,99.99952988
